job_posting_id,category,corporation,deadline,education,employmenttype,keyword,location,title,workexperience
5165,MM,주식회사다온기업,"~05.25 (일)",학력무관,정규직,"생산관리, 기계·금속기능, 생산·조립·가공·포장·검품","경기 수원시 팔달구 외","스마트폰 핵심부품 생산기술팀 /2조2교대/자율복장+슬리퍼근무",신입
5166,MM,"(주) 삼양홀딩스","~05.25 (일)",대졸↑,정규직,"생산관리, 생산·조립·가공·포장·검품","대전 대덕구","[신입] 삼양그룹 5월 수시채용(바이오) 생산관리(대전)",신입/경력(1~3년)
5167,MM,한림제약(주),"23시 마감",고졸↑,"정규직 외",생산·조립·가공·포장·검품,"경기 용인시","한림제약 생산부 수시채용",경력무관
5168,MM,(주)성지테크,"~06.22 (일)",학력무관,계약직,"품질관리, 생산·조립·가공·포장·검품","경기 수원시 권선구 외","[높은시급]주간, 2교대/소형 배터리 부품 제조/통근버스",경력무관
5169,MM,"주식회사 피시비",상시,학력무관,"정규직 외","품질관리, 기계·금속기능, 생산관리","충남 외","충남 홍성군 바닥재 생산직 연 400프로 상여 출퇴근우대 사원모집",경력무관
5170,MM,"주식회사 피시비",상시,학력무관,"정규직 외","품질관리, 기계·금속기능, 생산관리","충남 외","인쇄 그라비아 경력자 모집 연봉 8천 가족 기숙사 제공 (연봉 협의 가능)",경력무관
5171,MM,한국타이어앤테크놀로지(주),"~06.01 (일)",학력무관,정규직,"생산관리, 구매·자재, 운송·물류","경기 성남시","[경력] SCM 물류운영","경력 3년↑"
5172,MM,미스터조각기,"~06.22 (일)",학력무관,"정규직 외","설치·수리·정비·A/S , 운송·물류","경기 남양주시","젊은 조각기계 회사 에서 함께 성장하실 분을 찾습니다",경력무관
5173,MM,"주식회사 쏘카",채용시,학력무관,정규직,"생산관리, 경영·기획·전략","서울 성동구","사업운영 매니저(카셰어링)",경력무관
5174,MM,리어코리아(유),"~06.14 (토)",대졸↑,정규직,"생산관리, 운송·물류, 품질관리","경북 경주시","자동차 시트 - 품질/ 생산/ 물류 관리자",경력무관
5175,MM,현대모비스,"~05.26 (월)",대졸↑,정규직,"생산관리, 생산·조립·가공·포장·검품","경기 의왕시","생산기술 검사",신입
5176,MM,한화오션(주),"~06.04 (수)",고졸↑,정규직,"생산관리, 생산·조립·가공·포장·검품","경남 거제시","2025년 상반기 생산직 신입사원 채용",신입
5177,MM,(주)제인,"~05.24 (토)",학력무관,정규직,"생산·조립·가공·포장·검품, 식품가공·농림어업","전북 김제시 외","[김제][엄지그룹] 냉동만두&볶음밥 생산 정규직 사원모집",경력무관
5178,MM,(주)제인,"~06.07 (토)",학력무관,"정규직 외",생산·조립·가공·포장·검품,"전북 익산시 외","[익산왕궁] 농기계부품 조립파트 생산직 사원모집(주간)",신입
5179,MM,"(주) 삼우오토메이션",채용시,고졸↑,정규직,"생산·조립·가공·포장·검품, 설치·수리·정비·A/S , 기계·금속기능","경기 시흥시","기계조립(식품포장기계) 및 생산 신입,경력자 모집 - (주)삼우오토메이션",경력무관
5180,MM,"주식회사 에스앤비","~06.22 (일)",학력무관,정규직,"생산·조립·가공·포장·검품, 운송·물류, 운전·운항","충남 천안시 서북구 외","[천안 직산]기숙사 가능/교통비지급/시급12,200/지게차수당/리치, 카운터 운영/랩핑, 패킹작업/주급가능",신입
5181,MM,"주식회사 백업",상시,학력무관,"정규직 외","생산관리, 품질관리, 생산·조립·가공·포장·검품","경기 평택시 외","미용기기 조립, 검사, 포장 평택 내 통근 운행 초보 동반 환영",신입
5182,MM,동국제강(주),"~05.31 (토)",고졸↑,계약직,"생산관리, 생산·조립·가공·포장·검품","충남 당진시","[동국제강 당진공장] 생산직(기술직/지원직) 채용",경력무관
5183,MM,"유한회사 푸른솔 농업회사법인",채용시,학력무관,정규직,생산·조립·가공·포장·검품,"전북 김제시 외","[정규직] 부숙토 공장 생산부 직원 모집(0명)",경력무관
5184,MM,"주식회사 에스앤비","~06.22 (일)",학력무관,정규직,생산·조립·가공·포장·검품,"경기 용인시 처인구 외","[용인 양지]기숙사 가능/시급12,000수준/과즙음료 생산직/초보가능한 단순업무/주급가능",신입
5185,MM,"주식회사 에스앤비","~06.22 (일)",학력무관,정규직,생산·조립·가공·포장·검품,"경기 용인시 수지구 외","[용인 기흥] 반도체 장비 단순조립/일급13만/가불가능/초보가능한 쉬운업무",신입
5186,MM,"주식회사 대한기업",상시,학력무관,"정규직 외","생산·조립·가공·포장·검품, 품질관리, 기계·금속기능","경기 수원시 권선구 외","[안산,시화 통근]시급 1.1 자율복장 깔끔한근무지 조립,품질사원 모집",경력무관
5187,MM,한솔섬유(주),채용시,대졸↑,"정규직 외",생산관리,"서울 송파구","한솔섬유(주) 본사 국내원단생산팀 신입(인턴) 또는 경력",신입/경력(3년↓)
5188,MM,(주)제인,"~05.27 (화)",학력무관,정규직,"생산·조립·가공·포장·검품, 식품가공·농림어업","전북 전주시 덕진구 외","[정규직] 나래식품 냉동만두 생산직 사원모집",경력무관
5189,MM,신성통상(주),"~05.31 (토)",대졸↑,정규직,"생산관리, 생산·조립·가공·포장·검품","서울 강동구","신성통상(주) 팬츠팀 에이션 사업부 팬츠(데님) 담당자 채용","경력 5년↑"
5190,MM,한화토탈(주),"~05.30 (금)",학력무관,정규직,"생산관리, 생산·조립·가공·포장·검품, 기계·금속기능, 설치·수리·정비·A/S , 운전·운항","충남 서산시","[한화토탈에너지스] 25년 생산운전/생산지원 전문직 경력사원 채용",경력
5191,MM,한화토탈(주),"~06.04 (수)",초대졸↑,인턴,"생산관리, 설치·수리·정비·A/S , 기계·금속기능","충남 서산시","[한화토탈에너지스] 2025년 전문직 신입사원(채용연계형 인턴) 채용",신입
5192,MM,배명전업,"~06.14 (토)",학력무관,정규직,"생산관리, 경리, 일반사무·사무지원","부산 강서구","경리/회계/해외수출 사무원 채용",신입/경력(1~3년)
5193,MM,"오제이씨 주식회사","~07.11 (금)",초대졸↑,정규직,품질관리,"전북 완주군","[ OJC(주)전주공장 ] 품질관리 정규직 채용공고",경력무관
5194,MM,일석정밀(주),"~06.22 (일)",학력무관,정규직,품질관리,"경기 화성시","자동차 시작부품 품질관리 정규직 모집",경력
5195,MM,주식회사와이에스테크,상시,학력무관,정규직,생산·조립·가공·포장·검품,"대구 달서구 외","왜관-자동차부품 융착/조립/사출 연치/퇴직금 작업환경쾌적 통근운행 초보자주부가능",경력무관
5196,MM,주식회사다온기업,"~05.25 (일)",학력무관,정규직,"생산관리, 품질관리, 생산·조립·가공·포장·검품","경기 수원시 권선구 외","한전1차 제품 생산 조립 사원 모집 / 매주 주급 가능/장기근속",경력무관
5197,MM,"(주) 바이오노트","~05.25 (일)",학력무관,계약직,품질관리,"경기 화성시","[신입] QC본부 품질관리보조 계약직",신입
5198,MM,"주식회사 다음페이지",상시,학력무관,계약직,"품질관리, 생산·조립·가공·포장·검품, 생산관리","경기 평택시 외","주간고정 품질검사 사원모집 / 자차필수",신입
5199,MM,"주식회사 일등기업",상시,학력무관,"정규직 외",생산·조립·가공·포장·검품,"경기 외","높은급여 [통근버스] 월400 풀잔업 , 풀특근 회사 [즉시 출근 가능]",경력무관
5200,MM,"주식회사 일등기업",상시,학력무관,"정규직 외",생산·조립·가공·포장·검품,"경기 외","주간고정 [안산 통근버스 꿀직장] 화장품 용기 [투입/검수/포장]",경력무관
5201,MM,(주)한국카본,상시,고졸↑,정규직,"생산관리, 생산·조립·가공·포장·검품","경남 밀양시","2025년 한국카본 신입사원 채용 - 생산직",경력무관
5202,MM,(주)테스,채용시,대졸↑,정규직,품질관리,"경기 용인시","품질관리 신입/경력사원 모집",신입/경력(2년↓)
5203,MM,대선제분(주),"~05.25 (일)",학력무관,계약직,생산·조립·가공·포장·검품,"충남 아산시","대선제분(주) 아산공장 단기계약직 채용(생산직)",신입
5204,MM,현대모비스,"~05.26 (월)",대졸↑,정규직,품질관리,"경기 의왕시","반도체 품질",신입
5205,MM,티케이,"~06.20 (금)",학력무관,정규직,"생산·조립·가공·포장·검품, 운송·물류, 생산관리","경기 안성시","[LG자회사] 단순포장/분류 작업 인원 모집",경력무관
5206,MM,"(주) 한국발보린",채용시,대졸,계약직,생산관리,"울산 울주군","울산공장 대졸사원 채용 공고",신입
5207,MM,"주식회사 엑스티",채용시,고졸↑,정규직,"생산·조립·가공·포장·검품, 설치·수리·정비·A/S , 생산관리","충남 아산시","[엑스티] 설비 유지보수 엔지니어 채용",경력무관
5208,MM,"주식회사 엑스티",채용시,고졸↑,정규직,"생산·조립·가공·포장·검품, 설치·수리·정비·A/S , 생산관리","충남 아산시","[엑스티]삼성전자(온양) 시니어 채용","경력 10~20년"
5209,MM,디와이오토(주),"~06.08 (일)",고졸↑,"정규직 외","생산관리, 품질관리, 구매·자재","충남 아산시 외","2025년 DY AUTO 하반기 수시채용",경력무관
5210,MM,현대오일뱅크,"~06.03 (화)",대졸↑,정규직,품질관리,"충남 천안시","[HD현대오일뱅크] 중앙기술연구원 경력사원 채용","경력 5년↑"
5211,MM,(주)씨티알,"~05.31 (토)",초대졸↑,"정규직 외","생산관리, 생산·조립·가공·포장·검품","경남 밀양시","CTR EcoForging 생산관리(밀양) 신입/경력직 채용",신입/경력(2~3년)
5212,MM,(주)큐브원,상시,학력무관,"정규직 외","생산·조립·가공·포장·검품, 식품가공·농림어업, 생산관리","경기 이천시 외","[초보 가능/기숙사/통근버스/상여금/주간/야간] 경기 이천 식품공장 생산사원 채용",경력무관
5213,MM,흥부산업(주),"~06.15 (일)",학력무관,정규직,"설치·수리·정비·A/S , 택배·배송·운반","인천 계양구","주방기기 납품/설치/AS 정규직 채용",경력
5214,MM,샘표식품,"~06.08 (일)",대졸↑,정규직,품질관리,"경기 이천시","[생산본부] 품질 및 인증관리 (이천, 정규직)",신입/경력(5년↓)
5215,MM,"주식회사 카카오",채용시,학력무관,정규직,"생산관리, 경영·기획·전략","경기 성남시","ESG 환경경영 담당자 (경력)","경력 2년↑"
5216,MM,엘컴화인(주),채용시,학력무관,정규직,생산관리,"경기 화성시","라벨인쇄업체 생산관리 대리,과장급 모집","경력 1~10년"
5217,MM,서영정밀(주),"~06.22 (일)",학력무관,계약직,품질관리,"전북 익산시","품질관리 상주원(세코모빌리티 익산공장) 모집",경력무관
5218,MM,선주,"~05.31 (토)",고졸,정규직,생산·조립·가공·포장·검품,"인천 남동구","50명 중견기업 정규직 채용 - 남동공단 PCB 2주2교대, 즉시입사",신입
5219,MM,"(주) 삼양홀딩스","~05.25 (일)",대졸↑,정규직,품질관리,"인천 중구","[신입] 삼양그룹 5월 수시채용(식품) 품질관리(인천)",신입/경력(1~3년)
5220,MM,에이펙솔루션,상시,학력무관,계약직,"생산·조립·가공·포장·검품, 품질관리, 생산관리","충남 천안시","[천안] [실수령 월 300이상] TV프레임 조립/착색/검사 모집/가불가능/통근버스 (F비자 지원 가능)",경력무관
5221,MM,(주)더마스내추럴,"~05.28 (수)",학력무관,정규직,생산·조립·가공·포장·검품,"경기 오산시","화장품 생산직 모집",신입/경력(1년↑)
5222,MM,(주)티웨이항공,채용시,학력무관,정규직,설치·수리·정비·A/S,전국,"정비사(경력) 상시채용",경력
5223,MM,우리나눔장애인보호작업장사업단,"~06.20 (금)",학력무관,계약직,"생산·조립·가공·포장·검품, 생산관리","경기 파주시","우리나눔장애인보호작업장사업단에서 함께할 직원을 모집합니다.",경력무관
5224,MM,(주)아싸컴,"~06.01 (일)",학력무관,정규직,생산·조립·가공·포장·검품,"서울 용산구 외","[ASSACOM] 컴퓨터 조립(제조팀) 채용(신입/경력)",경력무관
5225,MM,"에프에스케이 주식회사","~06.14 (토)",학력무관,정규직,생산·조립·가공·포장·검품,"경기 김포시","단순조립(생산)원 모집",경력무관
5226,MM,"주식회사 올인원",상시,학력무관,"정규직 외","생산·조립·가공·포장·검품, 품질관리, 기계·금속기능","경기 평택시 외","단순조립/포장 주간근무 생산직 구인. 잔업특근없음",경력무관
5227,MM,"주식회사 올인원",채용시,학력무관,정규직,생산·조립·가공·포장·검품,"경기 평택시","반도체 부품 가공 제조 생산직 모집 각종수당지급",신입/경력(2년↓)
5228,MM,일석정밀(주),"~06.22 (일)",학력무관,정규직,생산·조립·가공·포장·검품,"경기 화성시","자동차 개발부품 로봇SPOT용접 정규직모집(경력)",경력
5229,MM,(주)씨엔에스,채용시,초대졸,정규직,생산관리,"대전 대덕구","2025년 생산관리(경력) 사원 채용","경력 10년↑"
5230,MM,"주식회사 에스앤비","~05.29 (목)",학력무관,정규직,생산·조립·가공·포장·검품,"충북 음성군 외","[3조2교대-음성]근무환경 쾌적/주급가능/기숙사/유류비/자동화설비OP 및 품질검사",경력무관
5231,MM,(주)리비젼프로젝트,"~06.22 (일)",학력무관,정규직,설치·수리·정비·A/S,"충남 천안시","[정규직]시청각기자재 유지보수 및 보조",경력무관
5232,MM,(주)미래챌린지인더스트리,상시,고졸↑,정규직,생산·조립·가공·포장·검품,"인천 서구","그라비아 인쇄 현장직원 구합니다.",경력무관
5233,MM,코웨이(주),"~06.04 (수)",학력무관,정규직,품질관리,"서울 구로구","[코웨이] 2025년 5월 해외 신상품 개발소싱 전문가 경력직 채용 공고","경력 8년↑"
5234,MM,"현대엠시트 주식회사",채용시,고졸↑,계약직,"생산관리, 생산·조립·가공·포장·검품","충남 아산시","25년 아산공장 생산계약직 상시채용",경력무관
5235,MM,다인테크,"~06.18 (수)",학력무관,"정규직 외",생산·조립·가공·포장·검품,"대구 외","자동차부품 주간전담/2교대 생산직사원모집(간단,깨끗,통근버스)",경력무관
5236,MM,씨제이프레시웨이주식회사,"~05.30 (금)",초대졸↑,정규직,"생산관리, 운송·물류",경기,"[CJ프레시웨이] SCM 센터운영(이천/수원/동탄) 신입/경력사원 모집",경력무관
5237,MM,샘표식품,"~06.08 (일)",고졸↑,계약직,"품질관리, 운송·물류, 유통·상품기획·MD","경기 이천시","[생산본부] 원재료/포장재/OEM 상품 입고 검사(이천, 계약직)",경력무관
5238,MM,한화오션(주),"~05.25 (일)",학력무관,정규직,"생산관리, 생산·조립·가공·포장·검품","경남 거제시","[제조총괄] 특수선생산계획팀 경력사원 채용","경력 5년↑"
5239,MM,샘표식품,"~06.08 (일)",학력무관,정규직,품질관리,"서울 중구","[품질보증센터] 제품 품질보증 (정규직)","경력 3년↑"
5240,MM,샘표식품,"~06.08 (일)",학력무관,정규직,품질관리,"서울 중구","[품질보증센터] 상품류 품질보증(정규직)","경력 7년↑"
5241,MM,샘표식품,"~06.08 (일)",학력무관,계약직,"생산관리, 생산·조립·가공·포장·검품","경기 이천시","[생산본부] 생산직 채용 (계약직)",경력무관
5242,MM,샘표식품,"~06.08 (일)",학력무관,정규직,"생산관리, 생산·조립·가공·포장·검품","충북 영동군","[생산본부] 생산관리(영동, 정규직)",경력무관
5243,MM,웰컴코리아,상시,학력무관,"정규직 외","생산관리, 품질관리, 생산·조립·가공·포장·검품","경기 평택시 외","반도체 장비 완제품 적재 및 검수 , 포장 작업 상여 및 그외 수당 지급 월 350",경력무관
5244,MM,"주식회사 다음페이지",상시,학력무관,계약직,"품질관리, 생산·조립·가공·포장·검품, 생산관리","경기 평택시 외","[자차필수] 완제품 검사 및 포장 사원모집",경력무관
5245,MM,푸드에이스,상시,학력무관,"정규직 외","생산관리, 품질관리, 생산·조립·가공·포장·검품","충북 음성군 외","검사포장품질생산/ 신입사원채용/ 경력무관/ 주간고정/워라벨굿",경력무관
5246,MM,(주)제이엠산업구항지점,"~06.06 (금)",학력무관,정규직,"생산·조립·가공·포장·검품, 환경·화학기능, 일반사무·사무지원","충남 홍성군 외","[홍성/상여금400/기숙사제공] 생산직 /인쇄(그라비아) 모집",신입
5247,MM,"지티에스 GTS","~05.29 (목)",학력무관,정규직,설치·수리·정비·A/S,"경기 이천시 외","설치 및 시공담당 CS사원모집(주5일근무 / 성과금O)",경력무관
5248,MM,"지티에스 GTS","~05.28 (수)",학력무관,정규직,생산·조립·가공·포장·검품,"경기 이천시 외","월400이상] PCB부품생산직 (주간고정,교대근무)",경력무관
5249,MM,샘표식품,"~06.08 (일)",학력무관,정규직,"생산관리, 생산·조립·가공·포장·검품","경기 이천시","[생산본부] 생산관리(이천, 정규직)",경력무관
5250,MM,한국콜마(주),"~05.25 (일)",초대졸↑,인턴,"생산관리, 생산·조립·가공·포장·검품","경기 부천시","[한국콜마] 25년 5월 한국콜마 부천사업장 생산 신입사원 수시채용",신입
5251,MM,(주)엠씨엠,"~06.21 (토)",학력무관,정규직,생산·조립·가공·포장·검품,"충북 진천군","청호그룹 MCM 생산직 정규사원 모집",경력무관
5252,MM,"케이씨글라스 (주)",상시,학력무관,정규직,생산·조립·가공·포장·검품,"충남 천안시","화장품(백색)유리병 포장원 모집 (4조3교대)",경력무관
5253,MM,(주)글로비트,채용시,초대졸↑,정규직,"설치·수리·정비·A/S , 생산·조립·가공·포장·검품, 기계·금속기능","전남 목포시","해양 수질 관측기기 제작 및 유지관리 직원 모집",경력무관
5254,MM,(주)가온엘이디,"~07.20 (일)",학력무관,정규직,생산·조립·가공·포장·검품,"경기 부천시","생산관리 및 조립포장/생산직/LED조명/부천우편집중국근처/가정용등기구","경력 1년↑"
5255,MM,(주)지바이크,상시,학력무관,정규직,"설치·수리·정비·A/S , 운송·물류, 운전·운항",충남,"[지쿠] 천안/아산 전동킥보드 서비스운영 정규직 채용(경력무관)",경력무관
5256,MM,(주)올랜즈,"~06.22 (일)",고졸,알바,"생산·조립·가공·포장·검품, 운송·물류","경기 광주시","곤지암 물류 신촌리 피킹/포장 파트타임 모집합니다.",경력무관
5257,MM,(주)큰솔기업,상시,학력무관,정규직,"생산·조립·가공·포장·검품, 전기·전자·통신기능, 품질관리","충남 천안시 서북구 외","[대기업협력 보일러 부품 및 완제품 조립 생산사원 모집] 인근거주자 신입환영",경력무관
5258,MM,(주)한미기술,"~05.31 (토)",고졸↑,계약직,설치·수리·정비·A/S,세종,"삼성전기 세종사업장 시설기사 모집","경력 1년↑"
5259,MM,(주)큰솔기업,채용시,학력무관,"정규직 외",생산·조립·가공·포장·검품,"충남 천안시 서북구 외","[백석,차암공단/교대] 자동차 부품 조립,검사,생산 사원모집 +남녀무관+통근,기숙사",경력무관
5260,MM,(주)큰솔기업,채용시,학력무관,"정규직 외",생산·조립·가공·포장·검품,"전북 군산시","[군산새만금] PCB생산 + 월350만이상 + 통근, 기숙사",경력무관
5261,MM,(주)큰솔기업,"~06.22 (일)",학력무관,정규직,"생산관리, 생산·조립·가공·포장·검품, 품질관리","충남 천안시 서북구 외","[교대근무/시급11,100] 자동차부품 생산 및 조립 사원모집+천안,안성 통근",경력무관
5262,MM,(주)울림기업,"~06.22 (일)",학력무관,정규직,"생산·조립·가공·포장·검품, 품질관리","경기 안성시 외","[주간고정O, 잔업특근O, 수당O] 식품 회사 생산 ,품질 사원 모집 /신입가능",경력무관
5263,MM,(주)울림기업,채용시,학력무관,"정규직 외","생산·조립·가공·포장·검품, 품질관리","충남 아산시 외","[안성 보개면] 자동차 부품 생산직 2교대 사원모집",경력무관
5264,MM,에스솔루션,상시,학력무관,정규직,"생산·조립·가공·포장·검품, 설치·수리·정비·A/S","충남 천안시","[천안] [월260만 이상] 현장보조 / 재단 / 미싱사 모집 / 초보자도 가능 / 업무강도 낮음",경력무관
5265,MM,(주)울림기업,채용시,학력무관,"정규직 외","생산·조립·가공·포장·검품, 품질관리","충남 아산시 외","[성환 대홍리] 주간 고정 생산직 사원모집 (조립,검사)",경력무관
5266,MM,씨제이프레시웨이주식회사,"~06.06 (금)",초대졸↑,정규직,생산관리,"경기 이천시","[CJ프레시웨이] 식품 생산관리 신입/경력사원 모집",경력무관
5267,MM,(주)LG생활건강,"~05.25 (일)",학력무관,정규직,"생산관리, 생산·조립·가공·포장·검품, 기계·금속기능","충북 청주시","[LG생활건강] 생산설비운영 경력채용","경력 5년↑"
5268,MM,(주)제인,"~05.27 (화)",학력무관,정규직,"생산·조립·가공·포장·검품, 식품가공·농림어업","전북 김제시 외","[정규직] 김제 한우물 볶음밥 생산직 사원모집",경력무관
5269,MM,(주)누리티앤씨,"~06.14 (토)",고졸↑,정규직,기계·금속기능,"경기 안산시","용접,제관원 모집",경력무관
5270,MM,"주식회사 엠에프컴퍼니","~06.22 (일)",학력무관,정규직,생산·조립·가공·포장·검품,"대구 달성군 외","[성서3차산업단지] 자동차/산업부품 성형2교대",경력무관
5271,MM,글로리아,"~06.22 (일)",고졸,정규직,"생산관리, 운송·물류","광주 북구 외","(주)아로마라이프 물류팀 채용 공고","경력 2년↑"
5272,MM,(주)티솔루션평택사업소,상시,학력무관,정규직,설치·수리·정비·A/S,"경기 평택시 외","[평택,동탄,용인,시흥] 승강기 유지보수 채용-현대EL 협력업체",경력무관
5273,MM,주식회사드림피플,상시,고졸↑,계약직,"생산·조립·가공·포장·검품, 품질관리","경기 안성시 외","[성실한분] 미친급여/시급10,800/ 생산 검사 포장 대규모 채용",경력무관
5274,MM,(주)성지테크,"~06.22 (일)",학력무관,정규직,"품질관리, 생산·조립·가공·포장·검품","경기 수원시 권선구 외","정규직 채용/주간, 2교대/시급12,040/보호필름 제조/주5일근무",경력무관
5275,MM,(주)성지테크,"~06.22 (일)",학력무관,정규직,"품질관리, 생산·조립·가공·포장·검품","경기 수원시 권선구 외","주간, 2교대/상여100프로/고색산업단지 안테나 단순조립, 설비 OP 생산직모집",경력무관
5276,MM,주식회사로그인,"~06.20 (금)",학력무관,정규직,"생산·조립·가공·포장·검품, 환경·화학기능, 운전·운항","경기 평택시 외","단순 쇼트 작업 2조 2교대 초보가능 꾸준한물량",신입
5277,MM,홍아트메탈,"~06.19 (목)",학력무관,정규직,기계·금속기능,"경기 외","열정있는 직원 구합니다",경력무관
5278,MM,(주)정화엔지니어링,"~06.11 (수)",고졸↑,정규직,품질관리,"경북 구미시","품질 검사/보증 인원 모집 공고",신입/경력(1~15년)
5279,MM,우리테크,상시,학력무관,정규직,생산·조립·가공·포장·검품,"경기 안산시","[우리테크]단순 포장 업무, 화장품 포장, 제품 포장",경력무관
5280,MM,"주식회사 바른길",상시,학력무관,"정규직 외","생산·조립·가공·포장·검품, 기계·금속기능, 환경·화학기능","경기 평택시 외","주 5일 09-18 근무 생산 포장 파트 사원 모집 연령, 성별 무관",경력무관
5281,MM,SK바이오텍(주),"~06.02 (월)",고졸↑,정규직,"생산관리, 생산·조립·가공·포장·검품",세종,"[신입] SK바이오텍 생산운전원 신입사원 모집",신입
5282,MM,(주)세스코,채용시,고졸↑,계약직,"생산관리, 생산·조립·가공·포장·검품, 운송·물류","충북 증평군",생산직(물류),경력무관
5283,MM,주식회사로그인,"~06.20 (금)",학력무관,정규직,"생산·조립·가공·포장·검품, 운전·운항, 품질관리","경기 평택시 외","주간고정 수당만 99만 초보가능 단순적재 기본급300",신입
5284,MM,"주식회사 삼마",채용시,학력무관,정규직,생산·조립·가공·포장·검품,"경기 수원시 권선구 외","[강소기업] 그랑 커피캡슐 생산 오퍼레이터 모집",경력무관
5285,MM,전진건설로봇(주),"~06.01 (일)",고졸↑,정규직,품질관리,"충북 음성군","[코스피/중견] 전진건설로봇(주) 품질관리팀 용접검사원 채용",신입/경력(1년↑)
5286,MM,핸디라이프,"~06.03 (화)",학력무관,정규직,생산관리,"경기 광주시","핸디라이프 출고팀 정직원 채용(경기 광주)",신입
5287,MM,해동마린써비스(주),"~07.01 (화)",학력무관,정규직,"전기·전자·통신기능, 생산관리, 생산·조립·가공·포장·검품","부산 강서구","[해동마린써비스(주)] 선박용 케이블 절단 단순생산직 채용",경력무관
5288,MM,(주)그린에코텍,"~06.13 (금)",초대졸↑,정규직,설치·수리·정비·A/S,"전남 담양군 외","수질TMS 유지관리 (환경,화학,전기,정보,통신 등) 신입+경력 채용",경력무관
5289,MM,한온시스템(주),상시,고졸↑,계약직,"생산관리, 생산·조립·가공·포장·검품, 품질관리","대전 대덕구","대전공장 생산/생산관리/품질 분야 계약직 상시 모집",경력무관
5290,MM,엘에스일렉트릭(주),"~05.28 (수)",고졸↑,인턴,"생산관리, 생산·조립·가공·포장·검품","부산 강서구","2025년 부산사업장 기사직(생산) 채용연계형 인턴 수시채용",신입
5291,MM,카인스펙션,상시,학력무관,"정규직 외",설치·수리·정비·A/S,"경기 외","(수도권)자동차 진단평가사 모집","경력 1년↑"
5292,MM,(주)아워홈,"~05.25 (일)",초대졸↑,정규직,"식품가공·농림어업, 생산·조립·가공·포장·검품, 일반사무·사무지원","경기 안산시 단원구 외","[제조] 지역별 법정선임 경력직 채용","경력 1년↑"
5293,MM,"주식회사 승정","~06.21 (토)",학력무관,정규직,"설치·수리·정비·A/S , 기계·금속기능","충남 아산시",생산기술모집,신입/경력(1년↑)
5294,MM,에이펙솔루션,상시,학력무관,정규직,"생산·조립·가공·포장·검품, 설치·수리·정비·A/S","충남 천안시","[천안] [월250~280만] 쉬운 업무 / 현장보조 / 재단 / 미싱사 모집 / 초보가능",경력무관
5295,MM,"주식회사 피시비",상시,학력무관,"정규직 외","품질관리, 기계·금속기능, 생산관리","충남 외","충남 바닥재 생산직 연 400프로 상여 각종 수당 출퇴근우대 사원모집",경력무관
5296,MM,(주)삼보판지,"~06.21 (토)",학력무관,정규직,기계·금속기능,"경기 시흥시","생산직(신입/경력) 정규사원 모집",경력무관
5297,MM,(주)이오스시스템,채용시,학력무관,정규직,설치·수리·정비·A/S,"인천 서구","[이오스시스템] 초음파 세척기 설치 보조 및 AS 직원 채용 (정규직)",신입/경력(2년↑)
5298,MM,오씨아이,"~06.08 (일)",학력무관,인턴,생산관리,"전북 군산시","[OCI] 2025년 OCI 신입 기능직 채용형인턴 채용",신입
5299,MM,(주)엠에이치코리아,"~06.18 (수)",학력무관,정규직,생산·조립·가공·포장·검품,"충남 금산군","오뚜기 당면 제조/계량-포장업무/통근운행/안영동 금산방향15분소요",경력무관
5300,MM,(주)나누리솔루션,"~06.11 (수)",학력무관,정규직,생산·조립·가공·포장·검품,"충남 천안시 서북구 외","[ 충남 아산 ] 단순생산 사원 모집",신입
5301,MM,삼화콘덴서공업(주),"23시 마감",고졸↑,정규직,"생산·조립·가공·포장·검품, 생산관리, 운송·물류","경기 용인시","[정규직] 삼화콘덴서공업(주) 제조 오퍼레이터 및 물류관리원 채용의 건",신입
5302,MM,(주)파리크라상,"~06.01 (일)",학력무관,정규직,품질관리,"경기 성남시","[파리크라상] 장비품질관리팀 엔지니어 모집",경력무관
5303,MM,루나랜드,채용시,학력무관,"계약직 외","생산·조립·가공·포장·검품, 생산관리, 품질관리","서울 종로구","창고 관리 담당자",경력무관
5304,MM,(주)스테이블푸드,"~06.13 (금)",고졸↑,"정규직 외","생산관리, 생산·조립·가공·포장·검품, 식품가공·농림어업","대구 외","(성서2차/주간) 잼 배합 식품회사 생산직 신입사원 채용",경력무관
5305,MM,(주)스테이블푸드,"~06.20 (금)",고졸↑,"정규직 외","생산관리, 생산·조립·가공·포장·검품, 식품가공·농림어업","대구 외","(성서2차/주간근무) 식품 배합 생산직 신입사원 채용",경력무관
5306,MM,석대영농조합법인,"~05.31 (토)",학력무관,정규직,"생산·조립·가공·포장·검품, 식품가공·농림어업, 생산관리","경남 양산시","농산물 선별 및 택배 포장 업무","경력 1년↑"
5307,MM,"주식회사 엑스티",채용시,고졸↑,정규직,"생산·조립·가공·포장·검품, 설치·수리·정비·A/S , 생산관리","충남 아산시 외","[엑스티]삼성전자(천안) 현장 관리자 채용","경력 1~10년"
5308,MM,"주식회사 제이와이테크","~06.21 (토)",학력무관,정규직,품질관리,"충남 천안시",품질검사/사상원모집,신입
5309,MM,에스케이머티리얼즈퍼포먼스,"~05.25 (일)",대졸↑,정규직,품질관리,세종,"품질보증 전문인력 모집","경력 3년↑"
